"cve_mun","pobreza_2020","pobreza_extrema_2020","pobreza_moderada_2020","carencia_social_2020","ingreso_2020","no_pobres_2020","rezago_educativo_2020","servicios_salud_2020","seguridad_social_2020","calidad_vivienda_2020","servicios_basicos_2020","alimentacion_2020","una_carencia_2020","tres_carencias_2020","ingreso_inferior_2020","ingreso_inferior_minimo_2020","p_0a2","p_3a5","p_6a11","p_12a14","p_15a17","p_18a24","p_60ymas","pob0_14","pnacoe","presoe15","p3ym_hli","p3hlinhe","phog_ind","pob_afro","pcon_disc","pclim_pmen","p15ym_an","pea","pe_inac","pocupada","pdesocup","psinder","prom_ocup","vph_pisoti","vph_s_elec","vph_aguafv","vph_nodren","vph_ndeaed","vph_sinltc"
"03008",0.316999614405405,0.0477447823433426,0.269254832062063,0.33300306688151,0.0683804771669267,0.281616841546158,0.125573603879439,0.211936578626824,0.411360484980963,0.184771311762167,0.129370816873211,0.23828213777729,0.650002681286916,0.172327586867312,0.385380091572332,0.125941323227861,0.0511718516366619,0.054563941317703,0.1090937054094,0.0515050795902151,0.0491838763240115,0.122682000848734,0.0566629926148711,0.26633457795398,0.545149539604285,0.141134854789511,0.0180797525568837,0.000108227882350596,0.0415139371879548,0.0496794461010905,0.0319500101107627,0.0114094972814865,0.0153512706807819,0.553910301870349,0.220989943351248,0.544693843257545,0.00921645861280336,0.192491833067036,0.573333333333333,0.0772362509074499,0.00794631820589793,0.084603763219338,0.0161280828771558,0.00109875017167971,0.0325308532972315
"03009",0.340782991962665,0.0294010889292196,0.311433756805808,0.317293233082707,0.0864920922997148,0.255379828882551,0.133471610059632,0.126626912107856,0.438060668913663,0.0908996629504796,0.076069484054965,0.212496759139227,0.658128078817734,0.0913663469017371,0.42727508426238,0.145553539019964,0.0444826058054509,0.0475293596277421,0.106691779304232,0.0523487702193663,0.0515178373587414,0.0993241746066918,0.113893197429648,0.251052514956791,0.229725238200753,0.0451473520939508,0.0114114779525814,0.000110791048083315,0.0260912918236206,0.024263239530246,0.0504099268779083,0.0132949257699978,0.0165078661644139,0.502382007533791,0.292266784843785,0.497230223797917,0.00515178373587414,0.131730556171061,0.53,0.0405045301119204,0.0133238585894475,0.0317996091668147,0.0293124888967845,0.0037306804050453,0.0611120980635992
"04001",0.628422266739513,0.177821283312086,0.450600983427427,0.190053420749105,0.0580040065561828,0.123505129606022,0.184286408061677,0.195091968676015,0.644979663692102,0.163540338736114,0.542508954046015,0.269881017422449,0.818475687488618,0.370181509136162,0.686426273295696,0.332149578097493,0.0489431388438682,0.0540586169638033,0.106175715829281,0.0512054294975689,0.0487236628849271,0.116845623987034,0.125692193408968,0.260382901134522,0.0879254457050243,0.0128309022150189,0.452728254997299,0.0174905456509995,0.761277687736359,0.0366693679092382,0.0498885737439222,0.0126789573203674,0.0681894921663965,0.508171258779038,0.278818881685575,0.505520664505673,0.00265059427336575,0.179497568881686,0.645,0.0235494210767319,0.00889644796232093,0.0195591025053967,0.120298292666972,0.00124288611238307,0.208804866880356
"04002",0.325295499008743,0.0470087563729477,0.278283476551145,0.256495425848447,0.110076850971823,0.308135490255636,0.111474735202187,0.18786192300532,0.429366020308514,0.0690450295090748,0.129043004536592,0.193580837228139,0.58179092485719,0.140284867903206,0.435372349980567,0.137394382987618,0.0417815742135563,0.0477732022565519,0.0930198553440085,0.0454982878633827,0.0459743536556752,0.115340540062637,0.126908938815344,0.228072919677499,0.145400694375963,0.0259727894395005,0.04471958024599,0.000353648874274425,0.117894292991291,0.0231027928059658,0.0646429336534309,0.015478939189396,0.0254525175379237,0.508173029512679,0.305790660269249,0.500226131251339,0.00794689826133972,0.193843789211669,0.573333333333333,0.0106217100249716,0.00533430249598462,0.00746802349437847,0.0158270513617126,0.000891004372955673,0.0639061162760707
"04003",0.353647356016101,0.0762523461200977,0.277395009896003,0.325785089496858,0.0465918793749975,0.273975675112043,0.141436120609263,0.244236512514608,0.499608488134633,0.161936390142558,0.217877336774965,0.277839641461697,0.679432445512959,0.252719925396332,0.400239235391099,0.139020157942576,0.0475235588418493,0.0507062629347586,0.0983624344471458,0.048371476220137,0.0467560127790392,0.110361871847937,0.0956981253390665,0.244963732443891,0.317880608410858,0.0422954047700376,0.0142297414052925,0.000192891157146015,0.0319636721654042,0.0251843517048765,0.0506660772770198,0.0116819707046555,0.0290662862424401,0.503514235769254,0.284635013763588,0.493094094717595,0.0104201410516587,0.231469388575218,0.573333333333333,0.024495797153716,0.00865536660471052,0.0554553777013344,0.0135794934391211,0.00201126307320998,0.0737509362776375
"04004",0.571731636170777,0.121127745232757,0.45060389093802,0.270027241387623,0.0538439285455992,0.104397193896001,0.20070634748439,0.196174152021407,0.677382416045901,0.13586943419879,0.444239531351703,0.283840794580651,0.8417588775584,0.3403847544659,0.625575564716376,0.239037149538343,0.0531789689139056,0.0582960214916208,0.120020468210311,0.054483817321223,0.0545861583727773,0.115696558782141,0.106856850454138,0.28597927593706,0.196392477932711,0.0302929512600742,0.0856978380452859,0.00147115261609313,0.212101829346297,0.00912114621977741,0.0523858257643597,0.0130868619675067,0.0629013688115645,0.481770500191889,0.2845465012153,0.478150185493156,0.00362031469873353,0.240808494307279,0.606666666666667,0.0353516534699581,0.0190964136003726,0.0332091290172334,0.0813227759664648,0.0031672100605496,0.174243129948766
"04005",0.66679984019177,0.16598748168864,0.50081235850313,0.163723531761886,0.0635770408842722,0.105872952457052,0.150938873351978,0.152030896257824,0.63734185643894,0.117965108536423,0.558583033692902,0.265255027300573,0.830550006658676,0.306325742442402,0.730376881076042,0.378319350113198,0.049910705893411,0.052918507378513,0.110630698373907,0.0544537393865338,0.0510699627157941,0.112855218222264,0.114641100354043,0.267913651032365,0.068114171131372,0.0144123821161137,0.343672650938371,0.00792681016386252,0.646364006642228,0.00720619105805684,0.053263151298681,0.0119372121439985,0.0615346053827114,0.478491086254974,0.305855813516308,0.473666071372623,0.0048250148823511,0.222295328508318,0.641666666666667,0.0155590399228079,0.00880472801833313,0.0242431552285611,0.105656736219998,0.00132673983837897,0.252924858280063
"04006",0.748518272959235,0.217206115765576,0.531312157193659,0.1892793281498,0.0180620014867498,0.0441403974042151,0.333835613686135,0.250597713619834,0.825166254796777,0.128925320957145,0.640166355252848,0.16004661161674,0.937797601109035,0.451047756815944,0.766580274445985,0.42595383038997,0.0618177503559563,0.0638348362600854,0.122306597057428,0.0621262458471761,0.057546274323683,0.122116753678215,0.102776459420978,0.310085429520645,0.132225913621262,0.00961082107261509,0.345538680588515,0.00790223065970574,0.628452776459421,0.0269814902705268,0.0453725676317038,0.011343141907926,0.0571428571428571,0.478405315614618,0.270099667774086,0.475842429995254,0.00256288561936402,0.225510204081633,0.685,0.0279269602577873,0.0174787618396641,0.0150375939849624,0.135045405722097,0.00400351528171077,0.377404550336881
"04007",0.598624838848303,0.137193811774817,0.461431027073485,0.312741727546197,0.0275032230339493,0.0611302105715514,0.205844434894714,0.099054576708208,0.811237645036528,0.222604211431027,0.533197249677697,0.159540180489901,0.911366566394499,0.316609368285346,0.626128061882252,0.258594757198109,0.0498675572958655,0.0578141195439364,0.113900725555684,0.0596568006449384,0.0518254059656801,0.0925947253253484,0.134055050097892,0.281239203040424,0.26569158125072,0.021651502936773,0.0077162271104457,0,0.0249913624323391,0.00702522169756996,0.0500978924334907,0.00932857307382241,0.0562017735805597,0.451341702176667,0.323736035932281,0.447886675112288,0.00345502706437867,0.141771277208338,0.568333333333333,0.0408483896307934,0.025923016496465,0.175569520816968,0.0487038491751767,0.00392772977219167,0.194422623723488
"04008",0.538620575587165,0.106020509427721,0.432600066159444,0.309874297055905,0.043169037380086,0.108253390671518,0.220559047304003,0.215183592457823,0.636453853787628,0.144806483625538,0.465762487595104,0.280350645054582,0.84849487264307,0.349404565001654,0.581872312272577,0.206417466093285,0.0471533356618931,0.0537897310513447,0.113429968564443,0.0580684596577017,0.0483758295494237,0.110548375829549,0.111159622773315,0.272441494935382,0.0718651763884038,0.0158924205378973,0.172808243101642,0.00174641983932937,0.415385958784492,0.00951798812434509,0.0661893119105833,0.0117010129235068,0.0638316451274887,0.50864477820468,0.275759692630108,0.503492839678659,0.00515193852602166,0.185557107928746,0.623333333333333,0.0120678408349641,0.0146771037181996,0.0123939986953686,0.150684931506849,0.00326157860404436,0.231245923026745
"04009",0.680560457942634,0.178342873804883,0.502217584137751,0.2006261414036,0.043139301115698,0.0756894461410967,0.212980156842283,0.176915639723147,0.775770783137153,0.176086923159559,0.469682785715382,0.253126870367244,0.881171252743205,0.368963030033302,0.723699759058332,0.359202590506591,0.0531014802329656,0.0634480917177044,0.12674599068805,0.058107905144936,0.0538190678036814,0.116799893196269,0.0987100111810156,0.301403467783656,0.252824458054503,0.035812626203628,0.0530180398177661,0.00253658862206498,0.120454583382007,0.0128164477746441,0.0565559134222252,0.0132336498506417,0.0622632378218714,0.486007042371043,0.26852794419505,0.481534636116349,0.00447240625469352,0.224571533467951,0.593333333333333,0.0484168003326799,0.0175250995069209,0.0195449414839898,0.0702786193786016,0.00392086972019248,0.168953840670112
"04010",0.829696594427245,0.302637770897833,0.527083591331269,0.145386996904025,0.00906501547987616,0.0158266253869969,0.199752321981424,0.225486068111455,0.863058823529412,0.199529411764706,0.7031826625387,0.351876160990712,0.975108359133127,0.493969040247678,0.838761609907121,0.54615479876161,0.0747619347922053,0.0783880935864287,0.137510247840071,0.0649555401400013,0.0597212587500788,0.118465031216497,0.0807214479409724,0.355615816358706,0.452040108469446,0.0360408652330201,0.238443589581888,0.00949107649618465,0.389417922683988,0.0100271173614177,0.0540455319417292,0.0140631897584663,0.0849782430472347,0.485306173929495,0.222267768178092,0.484328687645835,0.000977486283660213,0.247682411553257,0.658333333333333,0.0977976857036208,0.0251337563767575,0.217867363444071,0.155530670648252,0.00796317033719049,0.33806146572104
"04011",0.80449348913652,0.309649804041973,0.494843685094548,0.160378551174845,0.0121006339287327,0.0230273257599018,0.253463129187813,0.263288121512037,0.886091495241019,0.247701782585924,0.686322671531001,0.27696003178674,0.964872040311366,0.522043020462714,0.816594123065253,0.50851559536925,0.0629249888090721,0.0666979302112421,0.130241084560783,0.0607081192846333,0.0549954170485793,0.110651631743866,0.102402319186579,0.32057212286573,0.333319122631254,0.0399462835461386,0.0605802229659156,0.00215292136508004,0.120648860656961,0.0141112271651781,0.053396713064609,0.0130241084560783,0.0762262059557052,0.503975443906806,0.232089186366252,0.499925393814081,0.00405005009272483,0.324430328480379,0.588333333333333,0.0874407404620363,0.0744224546617503,0.11302581082098,0.13951388366318,0.0279930769809617,0.400556851531342
"04012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0454991174740145,0.0499444335490619,0.101130940707328,0.0487677322350788,0.0454991174740145,0.119108321893182,0.129241027652481,0.245342223965483,0.0668104857161535,0.0111786624828398,0.0285676930117016,0.00104595672354056,0.0821076027979342,0.0057527619794731,0.077008563770674,0.0102634503497418,0.0470026802641041,0.442897300124207,0.358370922403086,0.436294698306858,0.00660260181734981,0.180231417925083,0.596666666666667,0.00935891436593355,0.00982686008423023,0.0641085634066448,0.0545156761815629,0.00163781001403837,0.151146467009827
