timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-09T13:51:41,codecarbon,07461cce-bdf8-4291-905e-f569d0cb6476,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,47.69869193062186,0.0021764102164147483,4.562829981963352e-05,42.5,82.61476962071454,188.69408655166626,0.0005624266783448143,0.0012312532072087379,0.0024969690442826174,0.00429064892983617,Mexico,MEX,querétaro,,,Linux-5.15.0-136-generic-x86_64-with-glibc2.35,3.10.13,2.8.4,72,Intel(R) Xeon(R) w9-3475X,1,4 x NVIDIA RTX A6000,-100.4435,20.5413,503.18423080444336,machine,N,1.0
