timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-09T16:36:13,codecarbon,2e96dfdf-f0df-4a93-a681-d01ace7825a8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,69.2459006421268,0.0031150905388056794,4.498591988722819e-05,42.5,85.97358026012738,188.69408655166626,0.0008166365565447551,0.0016990791370545821,0.0036254794661472927,0.0061411951597466295,Mexico,MEX,querétaro,,,Linux-5.15.0-136-generic-x86_64-with-glibc2.35,3.10.13,2.8.4,72,Intel(R) Xeon(R) w9-3475X,1,4 x NVIDIA RTX A6000,-100.4435,20.5413,503.18423080444336,machine,N,1.0
